[rosmaster.main][INFO] 2021-10-06 20:06:54,842: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-10-06 20:06:54,842: Starting ROS Master Node
[rosmaster.master][INFO] 2021-10-06 20:06:55,066: +PARAM [/slam_toolbox/trog_slam_toolbox/link_match_minimum_response_fine] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,066: +PARAM [/trog_velocity_controller/angular/z/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,066: +PARAM [/slam_toolbox/trog_slam_toolbox/link_scan_maximum_distance] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,066: +PARAM [/slam_toolbox/trog_slam_toolbox/loop_match_minimum_response_fine] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,067: +PARAM [/slam_toolbox/trog_slam_toolbox/ceres_loss_function] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,067: +PARAM [/velodyne_nodelet_manager_driver/repeat_delay] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,067: +PARAM [/slam_toolbox/trog_slam_toolbox/correlation_search_space_smear_deviation] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,067: +PARAM [/trog_velocity_controller/linear/x/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,067: +PARAM [/robot_localization_ekf/two_d_mode] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,067: +PARAM [/trog_velocity_controller/enable_odom_tf] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,067: +PARAM [/slam_toolbox/trog_slam_toolbox/loop_search_space_resolution] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,068: +PARAM [/slam_toolbox/trog_slam_toolbox/loop_match_minimum_response_coarse] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,068: +PARAM [/slam_toolbox/trog_slam_toolbox/scan_buffer_maximum_scan_distance] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,068: +PARAM [/trog_velocity_controller/type] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,068: +PARAM [/robot_localization_ekf/odom0_queue_size] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,068: +PARAM [/gazebo/enable_ros_network] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,068: +PARAM [/trog_velocity_controller/linear/x/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,068: +PARAM [/velodyne_nodelet_manager_laserscan/resolution] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,069: +PARAM [/velodyne_nodelet_manager_cloud/calibration] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,069: +PARAM [/slam_toolbox/trog_slam_toolbox/solver_plugin] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,069: +PARAM [/robot_localization_ekf/world_frame] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,069: +PARAM [/slam_toolbox/trog_slam_toolbox/loop_search_maximum_distance] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,069: +PARAM [/trog_velocity_controller/wheel_radius] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,069: +PARAM [/twist_marker_server/link_name] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,070: +PARAM [/slam_toolbox/trog_slam_toolbox/fine_search_angle_offset] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,070: +PARAM [/slam_toolbox/trog_slam_toolbox/use_scan_matching] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,070: +PARAM [/trog_velocity_controller/wheel_separation_multiplier] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,070: +PARAM [/trog_velocity_controller/left_wheel] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,070: +PARAM [/slam_toolbox/trog_slam_toolbox/loop_match_maximum_variance_coarse] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,071: +PARAM [/velodyne_nodelet_manager_driver/read_once] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,071: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,071: +PARAM [/slam_toolbox/trog_slam_toolbox/tf_buffer_duration] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,071: +PARAM [/slam_toolbox/trog_slam_toolbox/minimum_time_interval] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,071: +PARAM [/trog_velocity_controller/wheel_radius_multiplier] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,071: +PARAM [/slam_toolbox/trog_slam_toolbox/stack_size_to_use] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,072: +PARAM [/robot_localization_ekf/odom_frame] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,072: +PARAM [/slam_toolbox/trog_slam_toolbox/scan_buffer_size] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,072: +PARAM [/robot_localization_ekf/base_link_frame] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,072: +PARAM [/trog_velocity_controller/pose_covariance_diagonal] by /roslaunch
[rosmaster.master][INFO] 2021-10-06 20:06:55,147: +PUB [/rosout] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,147: +SERVICE [/robot_localization_ekf/get_loggers] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,148: +SERVICE [/robot_localization_ekf/set_logger_level] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,151: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,155: +PUB [/rosout] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,156: +SERVICE [/twist_marker_server/get_loggers] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,157: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,158: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,158: +SERVICE [/twist_marker_server/set_logger_level] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,160: +SUB [/clock] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,161: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,163: +PUB [/diagnostics] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,164: +CACHEDPARAM [/robot_localization_ekf/diagnostic_period] by /robot_localization_ekf
[rosmaster.master][INFO] 2021-10-06 20:06:55,166: +SUB [/clock] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,170: +PUB [/twist_marker_server/update_full] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,174: +PUB [/rosout] /robot_state_publisher http://aidan:33995/
[rosmaster.master][INFO] 2021-10-06 20:06:55,175: +PUB [/twist_marker_server/update] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,176: +SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher http://aidan:33995/
[rosmaster.master][INFO] 2021-10-06 20:06:55,177: +SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher http://aidan:33995/
[rosmaster.master][INFO] 2021-10-06 20:06:55,179: +PUB [/rosout] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,180: +SUB [/tf] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,182: +SERVICE [/twist_mux/get_loggers] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,185: +SERVICE [/twist_mux/set_logger_level] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,188: +SUB [/twist_marker_server/feedback] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,193: +SUB [/tf_static] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,195: +PUB [/tf] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,196: +SUB [/clock] /robot_state_publisher http://aidan:33995/
[rosmaster.master][INFO] 2021-10-06 20:06:55,205: +PUB [/twist_marker_server/cmd_vel] /twist_marker_server http://aidan:42939/
[rosmaster.master][INFO] 2021-10-06 20:06:55,207: +PUB [/tf] /robot_state_publisher http://aidan:33995/
[rosmaster.master][INFO] 2021-10-06 20:06:55,209: +PUB [/tf_static] /robot_state_publisher http://aidan:33995/
[rosmaster.master][INFO] 2021-10-06 20:06:55,211: +CACHEDPARAM [/rosout_disable_topics_generation] by /twist_marker_server
[rosmaster.master][INFO] 2021-10-06 20:06:55,213: +PUB [/rosout] /joy_teleop/joy_node http://aidan:46057/
[rosmaster.master][INFO] 2021-10-06 20:06:55,215: +SUB [/clock] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,217: +SERVICE [/joy_teleop/joy_node/get_loggers] /joy_teleop/joy_node http://aidan:46057/
[rosmaster.master][INFO] 2021-10-06 20:06:55,223: +CACHEDPARAM [/twist_mux/topics] by /twist_mux
[rosmaster.master][INFO] 2021-10-06 20:06:55,223: +SERVICE [/joy_teleop/joy_node/set_logger_level] /joy_teleop/joy_node http://aidan:46057/
[rosmaster.master][INFO] 2021-10-06 20:06:55,232: +CACHEDPARAM [/rosout_disable_topics_generation] by /twist_mux
[rosmaster.master][INFO] 2021-10-06 20:06:55,250: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,253: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,253: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,254: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,255: +SUB [/joint_states] /robot_state_publisher http://aidan:33995/
[rosmaster.master][INFO] 2021-10-06 20:06:55,260: +SUB [/clock] /joy_teleop/joy_node http://aidan:46057/
[rosmaster.master][INFO] 2021-10-06 20:06:55,259: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,261: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,262: +PUB [/diagnostics] /joy_teleop/joy_node http://aidan:46057/
[rosmaster.master][INFO] 2021-10-06 20:06:55,263: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,269: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/', 'http://aidan:33995/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,267: +CACHEDPARAM [/joy_teleop/joy_node/diagnostic_period] by /joy_teleop/joy_node
[rosmaster.master][INFO] 2021-10-06 20:06:55,268: +PUB [/rosout] /joy_teleop/teleop_twist_joy http://aidan:42743/
[rosmaster.master][INFO] 2021-10-06 20:06:55,264: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,271: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/', 'http://aidan:33995/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,281: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,286: publisherUpdate[/tf_static] -> http://aidan:39231/ ['http://aidan:33995/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,289: publisherUpdate[/tf_static] -> http://aidan:39231/ ['http://aidan:33995/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,289: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,289: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,290: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,285: +PUB [/rosout] /velodyne_nodelet_manager_driver http://aidan:33125/
[rosmaster.master][INFO] 2021-10-06 20:06:55,296: +SUB [/joy_teleop/cmd_vel] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,296: +PUB [/rosout] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,296: +PUB [/joy_teleop/joy] /joy_teleop/joy_node http://aidan:46057/
[rosmaster.master][INFO] 2021-10-06 20:06:55,304: +SERVICE [/joy_teleop/teleop_twist_joy/get_loggers] /joy_teleop/teleop_twist_joy http://aidan:42743/
[rosmaster.master][INFO] 2021-10-06 20:06:55,307: +PUB [/rosout] /velodyne_nodelet_manager_cloud http://aidan:41459/
[rosmaster.master][INFO] 2021-10-06 20:06:55,308: +SERVICE [/velodyne_nodelet_manager/get_loggers] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,309: +SERVICE [/velodyne_nodelet_manager/set_logger_level] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,313: +SUB [/joy_teleop/joy/set_feedback] /joy_teleop/joy_node http://aidan:46057/
[rosmaster.master][INFO] 2021-10-06 20:06:55,315: +SUB [/twist_marker_server/cmd_vel] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,319: +SERVICE [/joy_teleop/teleop_twist_joy/set_logger_level] /joy_teleop/teleop_twist_joy http://aidan:42743/
[rosmaster.master][INFO] 2021-10-06 20:06:55,323: +PUB [/rosout] /velodyne_nodelet_manager_laserscan http://aidan:33537/
[rosmaster.master][INFO] 2021-10-06 20:06:55,328: +SERVICE [/velodyne_nodelet_manager_cloud/get_loggers] /velodyne_nodelet_manager_cloud http://aidan:41459/
[rosmaster.master][INFO] 2021-10-06 20:06:55,332: +SUB [/cmd_vel] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,335: +SERVICE [/velodyne_nodelet_manager_laserscan/get_loggers] /velodyne_nodelet_manager_laserscan http://aidan:33537/
[rosmaster.master][INFO] 2021-10-06 20:06:55,337: +SERVICE [/velodyne_nodelet_manager_driver/get_loggers] /velodyne_nodelet_manager_driver http://aidan:33125/
[rosmaster.master][INFO] 2021-10-06 20:06:55,341: +SUB [/clock] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,341: +CACHEDPARAM [/rosout_disable_topics_generation] by /joy_teleop/joy_node
[rosmaster.master][INFO] 2021-10-06 20:06:55,342: +SERVICE [/velodyne_nodelet_manager_cloud/set_logger_level] /velodyne_nodelet_manager_cloud http://aidan:41459/
[rosmaster.master][INFO] 2021-10-06 20:06:55,344: +CACHEDPARAM [/twist_mux/locks] by /twist_mux
[rosmaster.master][INFO] 2021-10-06 20:06:55,346: +PUB [/rosout] /laser_to_base http://aidan:37967/
